userid,std dev diff,expectations,first_forecast_date,total_predictions,std_dev_sequence
70030367,[41.0],"[9.0, 12.0]",2013-07-01,2,"[33.0, 74.0]"
70030368,[21.0],"[9.0, 12.0]",2013-07-01,2,"[1.0, 22.0]"
70030369,"[0.0, 1.0, 0.0, -1.0, 2.0, 6.0, -8.0, 8.0, -6.0, -1.0, 0.0]","[3.0, 3.0, 3.0, 3.0, 2.0, 4.0, 5.0, 3.0, 5.0, 4.0, 3.0, 3.0]",2013-07-01,12,"[1.0, 1.0, 2.0, 2.0, 1.0, 3.0, 9.0, 1.0, 9.0, 3.0, 2.0, 2.0]"
70030373,"[0.0, 3.0, 3.0, -1.0, 0.0, 0.0, -5.0, 0.0, 0.0, -1.0, 1.0]","[4.0, 4.0, 5.0, 6.0, 6.0, 6.0, 6.0, 3.0, 3.0, 3.0, 4.0, 3.0]",2013-07-01,12,"[1.0, 1.0, 4.0, 7.0, 6.0, 6.0, 6.0, 1.0, 1.0, 1.0, 0.0, 1.0]"
70030378,[-1.0],"[-1.0, -7.0]",2013-07-01,2,"[9.0, 8.0]"
70030386,"[-2.0, -3.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0]","[9.0, 10.0, 9.0, 3.0, 3.0, 1.0, 2.0, 2.0, 2.0, 2.0]",2013-07-01,10,"[6.0, 4.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0]"
70030390,[-17.0],"[21.0, 5.0]",2013-07-01,2,"[27.0, 10.0]"
70030398,"[-9.0, 1.0, 0.0, 1.0, -1.0, 1.0]","[4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0]",2013-07-01,7,"[9.0, 0.0, 1.0, 1.0, 2.0, 1.0, 2.0]"
70030412,"[57.0, -7.0, 0.0, -55.0, 0.0, -1.0]","[11.0, 12.0, 25.0, 25.0, 6.0, 6.0, 3.0]",2013-07-01,7,"[6.0, 63.0, 56.0, 56.0, 1.0, 1.0, 0.0]"
70030424,"[-1.0, 0.0, 0.0, 1.0, -1.0, 1.0]","[1.0, 1.0, 1.0, 3.0, 1.0, 3.0, 2.0]",2013-07-01,7,"[2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0]"
70030431,"[-49.0, 3.0, 46.0, -55.0, 17.0, -15.0]","[25.0, 14.0, 9.0, 25.0, 11.0, 16.0, 12.0]",2013-07-01,7,"[56.0, 7.0, 10.0, 56.0, 1.0, 18.0, 3.0]"
70030440,"[2.0, -2.0, 0.0, 0.0, -1.0, 1.0, 0.0, 0.0, 0.0, 0.0, -1.0]","[3.0, 3.0, 3.0, 1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 3.0, 1.0, 1.0]",2013-07-01,12,"[1.0, 3.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
70030445,"[-1.0, 55.0, -55.0, 0.0, 55.0, -55.0, 55.0, -55.0, 0.0, 0.0, 0.0]","[11.0, 10.0, 25.0, 10.0, 10.0, 25.0, 10.0, 25.0, 10.0, 10.0, 10.0, 10.0]",2013-07-01,12,"[2.0, 1.0, 56.0, 1.0, 1.0, 56.0, 1.0, 56.0, 1.0, 1.0, 1.0, 1.0]"
70030450,"[1.0, 1.0, -1.0, 0.0, 6.0, -6.0, 6.0, 8.0, -10.0, 0.0, -4.0]","[1.0, 1.0, 2.0, 3.0, 1.0, 4.0, 3.0, 3.0, 6.0, 4.0, 3.0, 3.0]",2013-07-01,12,"[0.0, 1.0, 2.0, 1.0, 1.0, 7.0, 1.0, 7.0, 15.0, 5.0, 5.0, 1.0]"
70030880,"[187.0, -220.0]","[1.0, -2.0, 5.0]",2013-08-01,3,"[68.0, 255.0, 35.0]"
70030881,"[0.0, -3.0, 0.0]","[5.0, 5.0, 5.0, 7.0]",2013-08-01,4,"[5.0, 5.0, 2.0, 2.0]"
70030889,[-11.0],"[28.0, 25.0]",2013-08-01,2,"[67.0, 56.0]"
70030894,[0.0],"[2.0, 1.0]",2013-08-01,2,"[1.0, 1.0]"
70030896,"[-33.0, 50.0, -70.0, 33.0, -37.0, 0.0]","[8.0, 9.0, 2.0, -3.0, -5.0, -6.0, 4.0]",2013-08-01,7,"[58.0, 25.0, 75.0, 5.0, 38.0, 1.0, 1.0]"
70030906,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 3.0, 1.0, 1.0, -1.0]",2013-08-01,7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
70030908,"[0.0, -5.0, 4.0, -3.0, 2.0, -1.0, -1.0, 10.0]","[1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0]",2013-08-01,9,"[7.0, 7.0, 2.0, 6.0, 3.0, 5.0, 4.0, 3.0, 13.0]"
70030930,"[14.0, -20.0, -1.0]","[3.0, 2.0, 3.0, 3.0]",2013-08-01,4,"[9.0, 23.0, 3.0, 2.0]"
70030933,"[0.0, 0.0, 0.0, -1.0, 0.0, 1.0, -1.0]","[0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]",2013-08-01,8,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]"
70030937,"[-13.0, 8.0, -6.0]","[4.0, 1.0, 6.0, 4.0]",2013-08-01,4,"[20.0, 7.0, 15.0, 9.0]"
70030944,[-190.0],"[11.0, 8.0]",2013-08-01,2,"[238.0, 48.0]"
70030945,[-100.0],"[-4.0, 14.0]",2013-08-01,2,"[105.0, 5.0]"
70030947,[2.0],"[1.0, 2.0]",2013-08-01,2,"[3.0, 5.0]"
70030954,"[2.0, -2.0, 4.0]","[5.0, 5.0, 6.0, 6.0]",2013-08-01,4,"[2.0, 4.0, 2.0, 6.0]"
70030955,"[-73.0, -48.0, -23.0, -21.0, 1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0]","[-13.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2013-08-01,12,"[165.0, 92.0, 44.0, 21.0, 0.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
70030959,"[-1.0, 0.0]","[1.0, 1.0, 1.0]",2013-08-01,3,"[2.0, 1.0, 1.0]"
70030962,"[0.0, -1.0, 0.0, 1.0, 4.0, -4.0, -1.0]","[3.0, 3.0, 2.0, 2.0, 3.0, 5.0, 2.0, 3.0]",2013-08-01,8,"[3.0, 3.0, 2.0, 2.0, 3.0, 7.0, 3.0, 2.0]"
70031710,[8.0],"[2.0, 4.0]",2013-08-01,2,"[3.0, 11.0]"
70031713,"[0.0, 0.0, -1.0, 3.0, -2.0, 0.0, 0.0, 1.0]","[2.0, 2.0, 2.0, 3.0, 6.0, 5.0, 5.0, 5.0, 6.0]",2013-08-01,9,"[1.0, 1.0, 1.0, 0.0, 3.0, 1.0, 1.0, 1.0, 2.0]"
70031714,"[-2.0, 2.0, 22.0, -22.0]","[4.0, 10.0, 14.0, 21.0, 14.0]",2013-08-01,5,"[5.0, 3.0, 5.0, 27.0, 5.0]"
70031715,"[0.0, 0.0, -1.0]","[7.0, 3.0, 3.0, 3.0]",2013-08-01,4,"[1.0, 1.0, 1.0, 0.0]"
70031716,"[-84.0, -30.0]","[-4.0, 4.0, 0.0]",2013-08-01,3,"[171.0, 87.0, 57.0]"
70031719,[3.0],"[3.0, 8.0]",2013-08-01,2,"[0.0, 3.0]"
70031727,[-5.0],"[6.0, 3.0]",2013-08-01,2,"[5.0, 0.0]"
70031733,"[5.0, -5.0, -1.0, 2.0]","[5.0, 6.0, 5.0, 3.0, 4.0]",2013-08-01,5,"[2.0, 7.0, 2.0, 1.0, 3.0]"
70031747,"[4.0, 3.0, -9.0, 8.0, -4.0, 12.0]","[4.0, 3.0, 3.0, 1.0, 3.0, 3.0, 6.0]",2013-08-01,7,"[8.0, 12.0, 15.0, 6.0, 14.0, 10.0, 22.0]"
70031754,"[0.0, -3.0, 3.0, 2.0]","[6.0, 6.0, 6.0, 6.0, 5.0]",2013-08-01,5,"[6.0, 6.0, 3.0, 6.0, 8.0]"
70031763,"[14.0, -16.0, 46.0, -50.0]","[3.0, 3.0, 5.0, 1.0, 2.0]",2013-08-01,5,"[10.0, 24.0, 8.0, 54.0, 4.0]"
70031780,"[7.0, -7.0, 0.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 6.0, 10.0, 6.0, -6.0, 1.0]",2013-08-01,7,"[1.0, 8.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
70031783,"[-3.0, 0.0, 0.0]","[4.0, 3.0, 3.0, 3.0]",2013-08-01,4,"[3.0, 0.0, 0.0, 0.0]"
70031791,"[-1.0, 0.0, 0.0, 1.0]","[3.0, 3.0, 3.0, 3.0, 6.0]",2013-08-01,5,"[1.0, 0.0, 0.0, 0.0, 1.0]"
70031792,"[-24.0, 0.0, 14.0, -16.0, 1.0]","[4.0, 3.0, 5.0, 5.0, 4.0, 4.0]",2013-08-01,6,"[26.0, 2.0, 2.0, 16.0, 0.0, 1.0]"
70031797,"[-1.0, 0.0]","[2.0, 2.0, 1.0]",2013-08-01,3,"[3.0, 2.0, 2.0]"
70031808,"[13.0, -21.0, 0.0, -1.0, 0.0]","[-5.0, -3.0, -1.0, 0.0, -2.0, -1.0]",2013-08-01,6,"[13.0, 26.0, 5.0, 5.0, 4.0, 4.0]"
70031814,"[-4.0, 4.0]","[0.0, 0.0, 0.0]",2013-08-01,3,"[5.0, 1.0, 5.0]"
70031817,"[4.0, -8.0, -1.0, 0.0]","[6.0, 0.0, 3.0, 1.0, 2.0]",2013-08-01,5,"[5.0, 9.0, 1.0, 0.0, 0.0]"
70031819,"[1.0, 68.0, -57.0, 14.0]","[10.0, 10.0, -22.0, 17.0, 21.0]",2013-08-01,5,"[1.0, 2.0, 70.0, 13.0, 27.0]"
70031842,"[-1.0, 9.0, 6.0, -10.0, 14.0, -4.0, 3.0, 3.0]","[6.0, 5.0, 4.0, 7.0, 5.0, 6.0, 7.0, 5.0, 5.0]",2013-08-01,9,"[3.0, 2.0, 11.0, 17.0, 7.0, 21.0, 17.0, 20.0, 23.0]"
70031845,"[-23.0, -6.0, -3.0, 16.0, -11.0, -6.0, -1.0, -1.0]","[2.0, 0.0, 2.0, 2.0, 3.0, 2.0, 2.0, 1.0, 1.0]",2013-08-01,9,"[36.0, 13.0, 7.0, 4.0, 20.0, 9.0, 3.0, 2.0, 1.0]"
70031854,"[1.0, 12.0, -10.0, -2.0, 0.0, 1.0, -2.0]","[3.0, 4.0, 17.0, 8.0, 6.0, 10.0, 4.0, 4.0]",2013-08-01,8,"[0.0, 1.0, 13.0, 3.0, 1.0, 1.0, 2.0, 0.0]"
70031857,[0.0],"[25.0, 25.0]",2013-08-01,2,"[56.0, 56.0]"
70031866,"[-4.0, 6.0, -4.0]","[2.0, 4.0, 1.0, 2.0]",2013-08-01,4,"[7.0, 3.0, 9.0, 5.0]"
70031873,[0.0],"[6.0, 9.0]",2013-08-01,2,"[1.0, 1.0]"
70031880,"[1.0, -2.0, 2.0, -2.0, 1.0, -1.0, 0.0]","[4.0, 3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0]",2013-08-01,8,"[1.0, 2.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0]"
70031883,"[0.0, 0.0, 20.0, -20.0, 0.0, -35.0, 35.0]","[7.0, 7.0, 7.0, 25.0, 7.0, 7.0, 10.0, 7.0]",2013-08-01,8,"[36.0, 36.0, 36.0, 56.0, 36.0, 36.0, 1.0, 36.0]"
70031884,"[4.0, -3.0, 2.0, -1.0, -1.0, 3.0, 1.0]","[4.0, 5.0, 3.0, 4.0, 4.0, 2.0, 3.0, 3.0]",2013-08-01,8,"[0.0, 4.0, 1.0, 3.0, 2.0, 1.0, 4.0, 5.0]"
70031886,[0.0],"[0.0, 2.0]",2013-08-01,2,"[50.0, 50.0]"
70031912,"[6.0, -3.0, 0.0, 24.0]","[3.0, 6.0, 5.0, 4.0, 14.0]",2013-08-01,5,"[1.0, 7.0, 4.0, 4.0, 28.0]"
70031914,[1.0],"[4.0, 2.0]",2013-08-01,2,"[0.0, 1.0]"
70031920,[1.0],"[1.0, 2.0]",2013-08-01,2,"[2.0, 3.0]"
70031921,[-14.0],"[9.0, 3.0]",2013-08-01,2,"[17.0, 3.0]"
70031945,"[-47.0, -7.0, 0.0, -1.0]","[25.0, 7.0, 4.0, 7.0, 6.0]",2013-08-01,5,"[56.0, 9.0, 2.0, 2.0, 1.0]"
70031946,"[-7.0, 11.0, -10.0, -1.0, 0.0, 2.0]","[1.0, 1.0, 5.0, 3.0, -1.0, 1.0, 2.0]",2013-08-01,7,"[9.0, 2.0, 13.0, 3.0, 2.0, 2.0, 4.0]"
70031950,"[126.0, -138.0, -21.0, -2.0]","[1.0, 11.0, 1.0, 2.0, 1.0]",2013-08-01,5,"[35.0, 161.0, 23.0, 2.0, 0.0]"
70031955,[3.0],"[3.0, 8.0]",2013-08-01,2,"[0.0, 3.0]"
70031958,"[-21.0, 0.0, -1.0, -1.0]","[1.0, 2.0, 1.0, 1.0, 1.0]",2013-08-01,5,"[23.0, 2.0, 2.0, 1.0, 0.0]"
70031968,"[-3.0, 0.0]","[5.0, 2.0, 3.0]",2013-08-01,3,"[4.0, 1.0, 1.0]"
70031971,[49.0],"[1.0, 15.0]",2013-08-01,2,"[1.0, 50.0]"
70031975,"[0.0, -1.0, 2.0]","[3.0, 3.0, 3.0, 3.0]",2013-08-01,4,"[1.0, 1.0, 0.0, 2.0]"
70031976,"[-1.0, -3.0, 4.0]","[5.0, 4.0, 3.0, 5.0]",2013-08-01,4,"[9.0, 8.0, 5.0, 9.0]"
70031989,"[0.0, -1.0, 1.0, -1.0, 1.0, 0.0, 0.0]","[1.0, 10.0, 3.0, 10.0, 1.0, 10.0, 6.0, 10.0]",2013-08-01,8,"[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]"
70032012,[-19.0],"[5.0, 2.0]",2013-08-01,2,"[20.0, 1.0]"
70032018,"[35.0, 94.0, -6.0, -76.0, 38.0, -16.0, 33.0]","[10.0, 25.0, 2.0, -3.0, 2.0, 1.0, 3.0, 1.0]",2013-08-01,8,"[21.0, 56.0, 150.0, 144.0, 68.0, 106.0, 90.0, 123.0]"
70032030,"[36.0, -54.0, -1.0, 0.0, 1.0, -1.0]","[12.0, 25.0, 2.0, 1.0, 1.0, 3.0, 2.0]",2013-08-01,7,"[20.0, 56.0, 2.0, 1.0, 1.0, 2.0, 1.0]"
70032034,"[3.0, 4.0]","[3.0, 2.0, 3.0]",2013-08-01,3,"[1.0, 4.0, 8.0]"
70032046,"[-1.0, 2.0, 0.0, 0.0]","[2.0, 3.0, 5.0, 5.0, 6.0]",2013-08-01,5,"[2.0, 1.0, 3.0, 3.0, 3.0]"
70032047,[-1.0],"[4.0, 3.0]",2013-08-01,2,"[2.0, 1.0]"
70032048,"[-3.0, 2.0, -2.0]","[4.0, 2.0, 4.0, 3.0]",2013-08-01,4,"[5.0, 2.0, 4.0, 2.0]"
70032061,"[-5.0, 20.0, -30.0, 18.0, -21.0, 24.0, 55.0, -49.0, -9.0]","[2.0, 4.0, 7.0, 5.0, 5.0, 5.0, 2.0, 0.0, 3.0, 4.0]",2013-08-01,10,"[35.0, 30.0, 50.0, 20.0, 38.0, 17.0, 41.0, 96.0, 47.0, 38.0]"
70032067,"[0.0, 0.0, 1.0, -1.0]","[3.0, 1.0, 2.0, 0.0, -1.0]",2013-08-01,5,"[1.0, 1.0, 1.0, 2.0, 1.0]"
70032068,"[2.0, 98.0, -99.0, 2.0]","[6.0, 5.0, 22.0, 6.0, 6.0]",2013-08-01,5,"[3.0, 5.0, 103.0, 4.0, 6.0]"
70032074,[-7.0],"[2.0, 8.0]",2013-08-01,2,"[29.0, 22.0]"
70032076,"[-1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 3.0, 3.0, 1.0, 1.0, 1.0]",2013-08-01,6,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
70032081,"[65.0, -65.0, 4.0]","[9.0, 13.0, 10.0, 8.0]",2013-08-01,4,"[7.0, 72.0, 7.0, 11.0]"
70032084,"[1.0, -2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.0, 6.0, 1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2013-08-01,9,"[1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
70032091,"[-84.0, 12.0, -6.0, -5.0, 14.0, -5.0, 0.0]","[16.0, 2.0, 6.0, 5.0, 3.0, 6.0, 5.0, 7.0]",2013-08-01,8,"[86.0, 2.0, 14.0, 8.0, 3.0, 17.0, 12.0, 12.0]"
70032092,"[0.0, 0.0, 1.0, 0.0]","[3.0, 3.0, 3.0, 3.0, 3.0]",2013-08-01,5,"[0.0, 0.0, 0.0, 1.0, 1.0]"
70032104,[1.0],"[1.0, 2.0]",2013-08-01,2,"[4.0, 5.0]"
70032120,"[83.0, -83.0, 0.0, -55.0, 0.0, 0.0, 0.0, 0.0]","[25.0, 2.0, 25.0, 25.0, 10.0, 6.0, 6.0, 10.0, 10.0]",2013-08-01,9,"[56.0, 139.0, 56.0, 56.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
70032124,[0.0],"[3.0, 9.0]",2013-08-01,2,"[1.0, 1.0]"
70032125,"[-12.0, 3.0, -3.0, 2.0]","[-1.0, 3.0, 5.0, 3.0, 5.0]",2013-08-01,5,"[13.0, 1.0, 4.0, 1.0, 3.0]"
70032126,"[-172.0, -1.0, 1.0, -1.0]","[0.0, 3.0, 1.0, 2.0, 1.0]",2013-08-01,5,"[173.0, 1.0, 0.0, 1.0, 0.0]"
70032135,"[-1.0, 1.0, 0.0]","[10.0, 1.0, 6.0, 6.0]",2013-08-01,4,"[1.0, 0.0, 1.0, 1.0]"
70032223,"[-4.0, -1.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10.0, 6.0, 3.0, 3.0, 6.0, 3.0, 3.0, 3.0, 1.0, 3.0, 3.0]",2013-07-01,11,"[5.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
70032224,"[48.0, -55.0, 11.0, -5.0, -3.0, -1.0, -2.0, 4.0, -1.0, -3.0, 9.0]","[7.0, 25.0, 3.0, 5.0, 8.0, 5.0, 4.0, 4.0, 4.0, 7.0, 3.0, 7.0]",2013-07-01,12,"[8.0, 56.0, 1.0, 12.0, 7.0, 4.0, 3.0, 1.0, 5.0, 4.0, 1.0, 10.0]"
70032231,[-3.0],"[7.0, 0.0]",2013-07-01,2,"[30.0, 27.0]"
70032234,"[-5.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0, -1.0, 1.0, -1.0, 1.0]","[6.0, 3.0, 3.0, 2.0, 2.0, 1.0, 3.0, 3.0, 2.0, 2.0, 1.0, 2.0]",2013-07-01,12,"[6.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]"
70032239,"[0.0, 2.0, -4.0, 0.0, 3.0, -1.0, 3.0, -4.0, 2.0, 3.0]","[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 1.0, 3.0, 1.0, 4.0]",2013-07-01,11,"[3.0, 3.0, 5.0, 1.0, 1.0, 4.0, 3.0, 6.0, 2.0, 4.0, 7.0]"
70032241,"[-9.0, 5.0, -1.0, 3.0, -5.0, 0.0, 0.0, -1.0, -2.0]","[9.0, 0.0, 6.0, 6.0, 9.0, 7.0, 6.0, 7.0, 3.0, 1.0]",2013-07-01,10,"[10.0, 1.0, 6.0, 5.0, 8.0, 3.0, 3.0, 3.0, 2.0, 0.0]"
70032247,"[-41.0, 41.0, -16.0, -55.0, 55.0, 0.0, 0.0, 0.0, -55.0, 0.0, 55.0]","[13.0, 6.0, 13.0, 25.0, 10.0, 25.0, 25.0, 25.0, 25.0, 10.0, 10.0, 25.0]",2013-07-01,12,"[72.0, 31.0, 72.0, 56.0, 1.0, 56.0, 56.0, 56.0, 56.0, 1.0, 1.0, 56.0]"
70032255,"[47.0, -38.0, -11.0, -2.0, -3.0, 0.0, 1.0, -1.0, 1.0]","[5.0, 12.0, 10.0, 4.0, 3.0, 1.0, 3.0, 5.0, 3.0, 4.0]",2013-07-01,10,"[7.0, 54.0, 16.0, 5.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
70032270,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 0.0, 0.0]","[3.0, 3.0, 3.0, 3.0, 2.0, 3.0, 3.0, 3.0, 1.0, 3.0, 3.0, 3.0]",2013-07-01,12,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]"
70032276,"[-14.0, -1.0, 5.0, 5.0, -8.0, -3.0, 4.0, 17.0, -20.0]","[6.0, 6.0, 7.0, 6.0, 7.0, 5.0, 4.0, 6.0, 5.0, 6.0]",2013-07-01,10,"[17.0, 3.0, 2.0, 7.0, 12.0, 4.0, 1.0, 5.0, 22.0, 2.0]"
70032279,"[15.0, -4.0, -7.0, 0.0, -5.0, -3.0, 0.0]","[10.0, 2.0, 5.0, 4.0, 4.0, 3.0, 3.0, 3.0]",2013-07-01,8,"[6.0, 21.0, 17.0, 10.0, 10.0, 5.0, 2.0, 2.0]"
70032283,"[-1.0, 0.0, 0.0, 10.0, -9.0, 1.0, -2.0, -1.0]","[3.0, 3.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 3.0]",2013-07-01,9,"[3.0, 2.0, 2.0, 2.0, 12.0, 3.0, 4.0, 2.0, 1.0]"
70032284,"[-14.0, 0.0, 1.0, 0.0, 0.0, -1.0, 9.0]","[6.0, 10.0, 10.0, 11.0, 6.0, 10.0, 3.0, 6.0]",2013-07-01,8,"[15.0, 1.0, 1.0, 2.0, 2.0, 2.0, 1.0, 10.0]"
70032286,"[13.0, -6.0, -5.0, -3.0, 0.0, -1.0, 0.0]","[1.0, 7.0, 8.0, 3.0, 1.0, 1.0, 1.0, 1.0]",2013-07-01,8,"[2.0, 15.0, 9.0, 4.0, 1.0, 1.0, 0.0, 0.0]"
70032289,"[-1.0, -2.0, 0.0, -1.0, 1.0, -1.0, 0.0, 4.0, -4.0]","[6.0, 5.0, 4.0, 6.0, 3.0, 5.0, 2.0, 3.0, 4.0, 4.0]",2013-07-01,10,"[5.0, 4.0, 2.0, 2.0, 1.0, 2.0, 1.0, 1.0, 5.0, 1.0]"
70032297,"[-49.0, 60.0, -8.0, -61.0, 9.0]","[4.0, 5.0, -3.0, 1.0, -1.0, 5.0]",2013-07-01,6,"[76.0, 27.0, 87.0, 79.0, 18.0, 27.0]"
70032301,"[16.0, 50.0, -63.0, -18.0, 5.0, -6.0]","[6.0, 10.0, 14.0, 15.0, 10.0, 13.0, 9.0]",2013-07-01,7,"[17.0, 33.0, 83.0, 20.0, 2.0, 7.0, 1.0]"
70032306,"[6.0, -10.0, 0.0, 7.0, -1.0, -2.0]","[2.0, 0.0, 2.0, 2.0, 5.0, 0.0, 1.0]",2013-07-01,7,"[7.0, 13.0, 3.0, 3.0, 10.0, 9.0, 7.0]"
70032310,"[1.0, 2.0, -3.0, 3.0, 13.0, -16.0, 0.0, 9.0]","[2.0, 3.0, 4.0, 3.0, 3.0, 4.0, 3.0, 3.0, 4.0]",2013-07-01,9,"[2.0, 3.0, 5.0, 2.0, 5.0, 18.0, 2.0, 2.0, 11.0]"
70032323,"[-5.0, 93.0, -97.0, 0.0, 3.0]","[6.0, 10.0, 15.0, 10.0, 12.0, 9.0]",2013-07-01,6,"[12.0, 7.0, 100.0, 3.0, 3.0, 6.0]"
70032325,"[4.0, -18.0, -10.0, 124.0, -48.0, -79.0, 0.0, 35.0, -43.0, -2.0]","[-1.0, 5.0, 1.0, 2.0, 9.0, 6.0, 1.0, 4.0, 4.0, 6.0, 6.0]",2013-07-01,11,"[54.0, 58.0, 40.0, 30.0, 154.0, 106.0, 27.0, 27.0, 62.0, 19.0, 17.0]"
70032326,"[-48.0, 161.0, -137.0, -6.0, 2.0, 5.0, 21.0, -16.0, -16.0, -4.0]","[-5.0, 0.0, 11.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 9.0, 7.0]",2013-07-01,11,"[79.0, 31.0, 192.0, 55.0, 49.0, 51.0, 56.0, 77.0, 61.0, 45.0, 41.0]"
70032346,"[-3.0, -1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[5.0, 2.0, -1.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2013-07-01,12,"[5.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
70032355,"[-52.0, -36.0]","[5.0, 2.0, 0.0]",2013-07-01,3,"[94.0, 42.0, 6.0]"
70032356,"[-5.0, 1.0, 0.0]","[5.0, 3.0, 3.0, 3.0]",2013-07-01,4,"[5.0, 0.0, 1.0, 1.0]"
70032357,"[0.0, -1.0, 6.0, -4.0, -1.0, 5.0, -2.0]","[3.0, 3.0, 3.0, 4.0, 3.0, 3.0, 3.0, 4.0]",2013-07-01,8,"[1.0, 1.0, 0.0, 6.0, 2.0, 1.0, 6.0, 4.0]"
70032360,"[0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0]","[1.0, 1.0, 3.0, 3.0, 2.0, 1.0, 1.0, 3.0, 2.0, 1.0, 1.0, 3.0]",2013-07-01,12,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
70032363,"[5.0, -4.0, 0.0, 0.0, 0.0, 4.0, 6.0, -8.0]","[7.0, 9.0, 10.0, 10.0, 10.0, 10.0, 9.0, 7.0, 10.0]",2013-07-01,9,"[3.0, 8.0, 4.0, 4.0, 4.0, 4.0, 8.0, 14.0, 6.0]"
70032378,"[6.0, 19.0, -29.0, 10.0, -9.0, 1.0, -2.0, 1.0, 0.0, 1.0, 2.0]","[8.0, 12.0, 12.0, 11.0, 7.0, 8.0, 9.0, 10.0, 9.0, 9.0, 9.0, 9.0]",2013-07-01,12,"[8.0, 14.0, 33.0, 4.0, 14.0, 5.0, 6.0, 4.0, 5.0, 5.0, 6.0, 8.0]"
70032403,"[1.0, 12.0, -23.0, 0.0, 8.0, -5.0, 14.0, -10.0, -3.0, -1.0, 11.0]","[7.0, 6.0, 5.0, 2.0, 4.0, 7.0, 6.0, 7.0, 9.0, 6.0, 6.0, 6.0]",2013-07-01,12,"[12.0, 13.0, 25.0, 2.0, 2.0, 10.0, 5.0, 19.0, 9.0, 6.0, 5.0, 16.0]"
70032417,"[3.0, -5.0, -1.0, 1.0, 0.0, 0.0, 0.0, -1.0]","[6.0, 5.0, 3.0, 2.0, 3.0, 3.0, 3.0, 5.0, 3.0]",2013-07-01,9,"[3.0, 6.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
70032428,"[75.0, -76.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.0, 0.0, -3.0, 3.0, 3.0, 3.0, 1.0, 1.0]",2013-07-01,8,"[1.0, 76.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
