DATE,ActualInflation,TB3MS,OutputGap
2007-11-01,4.37327,3.27,1.0898011340644
2007-12-01,4.10881,3.0,1.0898011340644
2008-01-01,4.2947,2.75,0.1629274894255
2008-02-01,4.14296,2.12,0.1629274894255
2008-03-01,3.9749,1.26,0.1629274894255
2008-04-01,3.90376,1.29,0.2805179507347
2008-05-01,4.08841,1.73,0.2805179507347
2008-06-01,4.93597,1.86,0.2805179507347
2008-07-01,5.49751,1.63,-0.7007695024529
2008-08-01,5.30802,1.72,-0.7007695024529
2008-09-01,4.95332,1.13,-0.7007695024529
2008-10-01,3.73106,0.67,-3.292311483256
2008-11-01,1.09992,0.19,-3.292311483256
2008-12-01,-0.02223,0.03,-3.292311483256
2009-01-01,-0.11359,0.13,-4.7692785036007
2009-02-01,0.00846,0.3,-4.7692785036007
2009-03-01,-0.44648,0.21,-4.7692785036007
2009-04-01,-0.57632,0.16,-5.2930687968147
2009-05-01,-1.01576,0.18,-5.2930687968147
2009-06-01,-1.22917,0.18,-5.2930687968147
2009-07-01,-1.95876,0.18,-5.2940384201448
2009-08-01,-1.48384,0.17,-5.2940384201448
2009-09-01,-1.37794,0.12,-5.2940384201448
2009-10-01,-0.22397,0.07,-4.5973209103347
2009-11-01,1.91459,0.05,-4.5973209103347
2009-12-01,2.81412,0.05,-4.5973209103347
2010-01-01,2.62111,0.06,-4.4659533332031
2010-02-01,2.15134,0.11,-4.4659533332031
2010-03-01,2.28617,0.15,-4.4659533332031
2010-04-01,2.20677,0.16,-3.8831437908258
2010-05-01,2.00355,0.16,-3.8831437908258
2010-06-01,1.12156,0.12,-3.8831437908258
2010-07-01,1.34078,0.16,-3.501461699
2010-08-01,1.15018,0.16,-3.501461699
2010-09-01,1.11831,0.15,-3.501461699
2010-10-01,1.1667,0.13,-3.3671250362585
2010-11-01,1.08454,0.14,-3.3671250362585
2010-12-01,1.43779,0.14,-3.3671250362585
2011-01-01,1.70078,0.15,-3.979161009131
2011-02-01,2.1249,0.13,-3.979161009131
2011-03-01,2.61924,0.1,-3.979161009131
2011-04-01,3.07723,0.06,-3.7253585444087
2011-05-01,3.45897,0.04,-3.7253585444087
2011-06-01,3.50232,0.04,-3.7253585444087
2011-07-01,3.57988,0.04,-4.152033022599
2011-08-01,3.755,0.02,-4.152033022599
2011-09-01,3.81262,0.01,-4.152033022599
2011-10-01,3.52227,0.02,-3.4902496597237
2011-11-01,3.45143,0.01,-3.4902496597237
2011-12-01,3.06207,0.01,-3.4902496597237
2012-01-01,3.00877,0.03,-3.1026182662367
2012-02-01,2.89818,0.09,-3.1026182662367
2012-03-01,2.58288,0.08,-3.1026182662367
2012-04-01,2.27316,0.08,-3.0986608941586
2012-05-01,1.73794,0.09,-3.0986608941586
2012-06-01,1.65387,0.09,-3.0986608941586
2012-07-01,1.41751,0.1,-3.3899671455327
2012-08-01,1.68593,0.1,-3.3899671455327
2012-09-01,1.94972,0.11,-3.3899671455327
2012-10-01,2.15568,0.1,-3.7103579640665
2012-11-01,1.79602,0.09,-3.7103579640665
2012-12-01,1.7595,0.07,-3.7103579640665
2013-01-01,1.68406,0.07,-3.2007447337904
2013-02-01,2.01814,0.1,-3.2007447337904
2013-03-01,1.51875,0.09,-3.2007447337904
2013-04-01,1.13881,0.06,-3.3812787108743
2013-05-01,1.39039,0.04,-3.3812787108743
2013-06-01,1.71579,0.05,-3.3812787108743
2013-07-01,1.88547,0.04,-2.9995247625819
2013-08-01,1.53881,0.04,-2.9995247625819
2013-09-01,1.09473,0.02,-2.9995247625819
2013-10-01,0.8768,0.05,-2.5992792229406
2013-11-01,1.23287,0.07,-2.5992792229406
2013-12-01,1.51284,0.07,-2.5992792229406
2014-01-01,1.55776,0.04,-3.3798419056211
2014-02-01,1.12047,0.05,-3.3798419056211
2014-03-01,1.61269,0.05,-3.3798419056211
2014-04-01,2.01513,0.03,-2.581432524426
2014-05-01,2.16695,0.03,-2.581432524426
2014-06-01,2.05898,0.04,-2.581432524426
2014-07-01,1.97424,0.03,-1.8569345420214
2014-08-01,1.7151,0.03,-1.8569345420214
2014-09-01,1.68405,0.02,-1.8569345420214
2014-10-01,1.60954,0.02,-1.8219019246325
2014-11-01,1.23152,0.02,-1.8219019246325
2014-12-01,0.65312,0.03,-1.8219019246325
2015-01-01,-0.22993,0.03,-1.4016498787266
2015-02-01,-0.08703,0.02,-1.4016498787266
2015-03-01,-0.02203,0.03,-1.4016498787266
2015-04-01,-0.10403,0.02,-1.2557705538145
2015-05-01,0.03503,0.02,-1.2557705538145
2015-06-01,0.17957,0.02,-1.2557705538145
2015-07-01,0.22569,0.03,-1.3220931713448
2015-08-01,0.2413,0.07,-1.3220931713448
2015-09-01,0.00884,0.02,-1.3220931713448
2015-10-01,0.12762,0.02,-1.5962185410814
2015-11-01,0.43632,0.12,-1.5962185410814
2015-12-01,0.63872,0.23,-1.5962185410814
2016-01-01,1.2375,0.26,-1.4789048916987
2016-02-01,0.84728,0.31,-1.4789048916987
2016-03-01,0.89162,0.29,-1.4789048916987
2016-04-01,1.17263,0.23,-1.6125896157184
2016-05-01,1.07848,0.27,-1.6125896157184
2016-06-01,1.07929,0.27,-1.6125896157184
2016-07-01,0.86836,0.3,-1.3629131444072
2016-08-01,1.05532,0.3,-1.3629131444072
2016-09-01,1.54864,0.29,-1.3629131444072
2016-10-01,1.68592,0.33,-1.2631307538882
2016-11-01,1.68433,0.45,-1.2631307538882
2016-12-01,2.0508,0.51,-1.2631307538882
2017-01-01,2.51039,0.51,-1.2308827470118
2017-02-01,2.81036,0.52,-1.2308827470118
2017-03-01,2.4412,0.74,-1.2308827470118
2017-04-01,2.17622,0.8,-1.132009887262
2017-05-01,1.85634,0.89,-1.132009887262
2017-06-01,1.64057,0.98,-1.132009887262
2017-07-01,1.72511,1.07,-0.8214276479371
2017-08-01,1.92812,1.01,-0.8214276479371
2017-09-01,2.18057,1.03,-0.8214276479371
2017-10-01,2.02076,1.07,-0.1882035651111
2017-11-01,2.17249,1.23,-0.1882035651111
2017-12-01,2.12993,1.32,-0.1882035651111
2018-01-01,2.15132,1.41,0.124415206575
2018-02-01,2.26347,1.57,0.124415206575
2018-03-01,2.33095,1.7,0.124415206575
2018-04-01,2.471,1.76,0.1429143574929
2018-05-01,2.78192,1.86,0.1429143574929
2018-06-01,2.80755,1.9,0.1429143574929
2018-07-01,2.85412,1.96,0.2476417050334
2018-08-01,2.64292,2.03,0.2476417050334
2018-09-01,2.33206,2.13,0.2476417050334
2018-10-01,2.49203,2.25,-0.1309367993257
2018-11-01,2.14733,2.33,-0.1309367993257
2018-12-01,2.00238,2.37,-0.1309367993257
2019-01-01,1.48759,2.37,-0.0307328385862
2019-02-01,1.51886,2.39,-0.0307328385862
2019-03-01,1.88319,2.4,-0.0307328385862
2019-04-01,2.00058,2.38,0.2765841633759
2019-05-01,1.79591,2.35,0.2765841633759
2019-06-01,1.67119,2.17,0.2765841633759
2019-07-01,1.82633,2.1,0.9211437969328
2019-08-01,1.73764,1.95,0.9211437969328
2019-09-01,1.6845,1.89,0.9211437969328
2019-10-01,1.73397,1.65,1.0954518984828
2019-11-01,2.09229,1.54,1.0954518984828
2019-12-01,2.31953,1.54,1.0954518984828
2020-01-01,2.51226,1.52,-0.8081802035724
2020-02-01,2.33974,1.52,-0.8081802035724
2020-03-01,1.52314,0.29,-0.8081802035724
2020-04-01,0.34988,0.14,-9.1033172331735
2020-05-01,0.21622,0.13,-9.1033172331735
2020-06-01,0.70177,0.16,-9.1033172331735
2020-07-01,1.01876,0.13,-2.4539202198776
2020-08-01,1.3006,0.1,-2.4539202198776
2020-09-01,1.37308,0.11,-2.4539202198776
2020-10-01,1.20317,0.1,-1.8679893970323
2020-11-01,1.16954,0.09,-1.8679893970323
2020-12-01,1.30495,0.09,-1.8679893970323
2021-01-01,1.3951,0.08,-0.9558125261104
2021-02-01,1.67293,0.04,-0.9558125261104
2021-03-01,2.61863,0.03,-0.9558125261104
2021-04-01,4.14874,0.02,0.1546528005184
2021-05-01,4.92636,0.02,0.1546528005184
2021-06-01,5.31509,0.04,0.1546528005184
2021-07-01,5.25758,0.05,0.544281240938
2021-08-01,5.17531,0.05,0.544281240938
2021-09-01,5.36101,0.04,0.544281240938
2021-10-01,6.21904,0.05,1.8654015769077
2021-11-01,6.86253,0.05,1.8654015769077
2021-12-01,7.17658,0.06,1.8654015769077
2022-01-01,7.56977,0.15,1.0898998343841
2022-02-01,7.94892,0.33,1.0898998343841
2022-03-01,8.54743,0.44,1.0898998343841
2022-04-01,8.25186,0.76,0.6385674616214
2022-05-01,8.533,0.98,0.6385674616214
2022-06-01,8.98974,1.49,0.6385674616214
2022-07-01,8.44982,2.23,0.7948624986425
2022-08-01,8.21881,2.63,0.7948624986425
2022-09-01,8.19827,3.13,0.7948624986425
2022-10-01,7.75194,3.72,1.1123994630934
2022-11-01,7.11947,4.15,1.1123994630934
2022-12-01,6.4115,4.25,1.1123994630934
2023-01-01,6.36212,4.54,1.2979294079773
2023-02-01,5.96552,4.65,1.2979294079773
2023-03-01,4.93509,4.69,1.2979294079773
2023-04-01,4.94106,4.92,1.4029783732545
2023-05-01,4.12069,5.14,1.4029783732545
2023-06-01,3.05326,5.16,1.4029783732545
2023-07-01,3.27178,5.25,1.9793524889687
2023-08-01,3.71872,5.3,1.9793524889687
2023-09-01,3.69406,5.32,1.9793524889687
2023-10-01,3.24579,5.34,2.2650037457587
