,ID,DATE,TARGET_YEAR,>4,3.5-4,3-3.5,2.5-3,2-2.5,1.5-2,1-1.5,0.5-1,0-0.5,<0
421,463,2021-10-01,2021,85.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,463,2021-01-01,2022,1.0,6.0,11.0,24.0,34.0,14.0,7.0,2.0,1.0,0.0
420,463,2021-07-01,2022,3.0,8.0,20.0,30.0,29.0,10.0,0.0,0.0,0.0,0.0
421,463,2021-10-01,2022,45.0,35.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
422,463,2022-01-01,2022,5.0,35.0,48.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
423,463,2022-04-01,2022,58.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,463,2022-07-01,2022,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,463,2022-10-01,2022,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,463,2022-01-01,2023,2.0,5.0,10.0,35.0,38.0,10.0,0.0,0.0,0.0,0.0
423,463,2022-04-01,2023,0.0,2.0,17.0,40.0,36.0,5.0,0.0,0.0,0.0,0.0
424,463,2022-07-01,2023,3.0,18.0,37.0,33.0,8.0,1.0,0.0,0.0,0.0,0.0
425,463,2022-10-01,2023,2.0,15.0,35.0,40.0,7.0,1.0,0.0,0.0,0.0,0.0
426,463,2023-01-01,2023,4.0,8.0,33.0,45.0,8.0,2.0,0.0,0.0,0.0,0.0
427,463,2023-04-01,2023,10.0,50.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
428,463,2023-07-01,2023,38.0,54.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,463,2023-10-01,2023,35.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,463,2023-01-01,2024,4.0,9.0,13.0,23.0,41.0,8.0,2.0,0.0,0.0,0.0
427,463,2023-04-01,2024,5.0,9.0,10.0,20.0,38.0,15.0,3.0,0.0,0.0,0.0
428,463,2023-07-01,2024,2.0,4.0,10.0,30.0,42.0,10.0,2.0,0.0,0.0,0.0
429,463,2023-10-01,2024,1.0,5.0,16.0,36.0,30.0,10.0,2.0,0.0,0.0,0.0
430,463,2024-01-01,2024,0.0,4.0,19.0,47.0,28.0,2.0,0.0,0.0,0.0,0.0
431,463,2024-04-01,2024,12.0,42.0,37.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
432,463,2024-07-01,2024,0.0,4.0,68.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0
433,463,2024-10-01,2024,0.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,463,2024-01-01,2025,1.0,6.0,12.0,28.0,40.0,12.0,1.0,0.0,0.0,0.0
431,463,2024-04-01,2025,8.0,15.0,20.0,35.0,15.0,5.0,2.0,0.0,0.0,0.0
432,463,2024-07-01,2025,2.0,8.0,36.0,41.0,10.0,3.0,0.0,0.0,0.0,0.0
433,463,2024-10-01,2025,0.0,6.0,18.0,44.0,27.0,4.0,1.0,0.0,0.0,0.0
434,472,2007-01-01,2007,0.0,0.0,0.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0
435,472,2007-04-01,2007,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,0.0
436,472,2007-07-01,2007,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,0.0
437,472,2007-10-01,2007,0.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0
434,472,2007-01-01,2008,0.0,0.0,0.0,0.0,45.0,55.0,0.0,0.0,0.0,0.0
435,472,2007-04-01,2008,0.0,0.0,0.0,20.0,75.0,5.0,0.0,0.0,0.0,0.0
436,472,2007-07-01,2008,0.0,0.0,0.0,10.0,60.0,30.0,0.0,0.0,0.0,0.0
437,472,2007-10-01,2008,0.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0
438,472,2008-01-01,2008,0.0,0.0,0.0,15.0,70.0,15.0,0.0,0.0,0.0,0.0
439,472,2008-04-01,2008,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,472,2008-07-01,2008,0.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0
441,472,2008-10-01,2008,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,0.0,0.0
438,472,2008-01-01,2009,0.0,0.0,0.0,25.0,70.0,5.0,0.0,0.0,0.0,0.0
439,472,2008-04-01,2009,0.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0
440,472,2008-07-01,2009,0.0,0.0,0.0,15.0,70.0,15.0,0.0,0.0,0.0,0.0
441,472,2008-10-01,2009,0.0,0.0,0.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0
442,472,2009-01-01,2009,0.0,0.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,0.0
443,472,2009-04-01,2009,0.0,0.0,0.0,0.0,0.0,95.0,5.0,0.0,0.0,0.0
444,472,2009-07-01,2009,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,0.0
445,472,2009-10-01,2009,0.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0
442,472,2009-01-01,2010,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0
443,472,2009-04-01,2010,0.0,0.0,0.0,0.0,10.0,90.0,0.0,0.0,0.0,0.0
444,472,2009-07-01,2010,0.0,0.0,0.0,15.0,80.0,5.0,0.0,0.0,0.0,0.0
445,472,2009-10-01,2010,0.0,0.0,0.0,5.0,75.0,20.0,0.0,0.0,0.0,0.0
446,472,2010-01-01,2010,0.0,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0
447,472,2010-04-01,2010,0.0,0.0,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0
448,472,2010-07-01,2010,0.0,0.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,0.0
449,472,2010-10-01,2010,0.0,0.0,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0
446,472,2010-01-01,2011,0.0,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0
447,472,2010-04-01,2011,0.0,0.0,0.0,0.0,5.0,80.0,15.0,0.0,0.0,0.0
448,472,2010-07-01,2011,0.0,0.0,0.0,0.0,0.0,20.0,65.0,15.0,0.0,0.0
449,472,2010-10-01,2011,0.0,0.0,0.0,0.0,0.0,65.0,35.0,0.0,0.0,0.0
450,472,2011-04-01,2011,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0
451,472,2011-07-01,2011,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0
452,472,2011-10-01,2011,0.0,0.0,85.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
450,472,2011-04-01,2012,0.0,0.0,0.0,0.0,15.0,75.0,10.0,0.0,0.0,0.0
451,472,2011-07-01,2012,0.0,0.0,0.0,0.0,0.0,85.0,15.0,0.0,0.0,0.0
452,472,2011-10-01,2012,0.0,0.0,0.0,0.0,20.0,70.0,10.0,0.0,0.0,0.0
453,472,2012-01-01,2012,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0
454,472,2012-07-01,2012,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0
455,472,2012-10-01,2012,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0
453,472,2012-01-01,2013,0.0,0.0,0.0,0.0,55.0,45.0,0.0,0.0,0.0,0.0
454,472,2012-07-01,2013,0.0,0.0,0.0,0.0,55.0,45.0,0.0,0.0,0.0,0.0
455,472,2012-10-01,2013,0.0,0.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0
456,472,2013-01-01,2013,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0
456,472,2013-01-01,2014,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0
457,472,2015-10-01,2015,0.0,0.0,0.0,0.0,5.0,95.0,0.0,0.0,0.0,0.0
457,472,2015-10-01,2016,0.0,0.0,0.0,0.0,35.0,65.0,0.0,0.0,0.0,0.0
458,472,2016-01-01,2016,0.0,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0
459,472,2016-04-01,2016,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0
460,472,2016-07-01,2016,0.0,0.0,0.0,0.0,65.0,35.0,0.0,0.0,0.0,0.0
461,472,2016-10-01,2016,0.0,0.0,0.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0
458,472,2016-01-01,2017,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0
459,472,2016-04-01,2017,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0
460,472,2016-07-01,2017,0.0,0.0,0.0,0.0,65.0,35.0,0.0,0.0,0.0,0.0
461,472,2016-10-01,2017,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0
462,472,2017-01-01,2017,0.0,0.0,0.0,0.0,95.0,5.0,0.0,0.0,0.0,0.0
463,472,2017-07-01,2017,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0
464,472,2017-10-01,2017,0.0,0.0,0.0,0.0,10.0,90.0,0.0,0.0,0.0,0.0
462,472,2017-01-01,2018,0.0,0.0,0.0,0.0,95.0,5.0,0.0,0.0,0.0,0.0
463,472,2017-07-01,2018,0.0,0.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0
464,472,2017-10-01,2018,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0
465,472,2018-01-01,2018,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0
466,472,2018-04-01,2018,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0
467,472,2018-07-01,2018,0.0,0.0,0.0,15.0,70.0,15.0,0.0,0.0,0.0,0.0
468,472,2018-10-01,2018,0.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0
465,472,2018-01-01,2019,0.0,0.0,0.0,0.0,85.0,15.0,0.0,0.0,0.0,0.0
466,472,2018-04-01,2019,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0
467,472,2018-07-01,2019,0.0,0.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0
468,472,2018-10-01,2019,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0
469,472,2019-01-01,2019,0.0,0.0,0.0,0.0,85.0,15.0,0.0,0.0,0.0,0.0
470,472,2019-04-01,2019,0.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0
471,472,2019-10-01,2019,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0
469,472,2019-01-01,2020,0.0,0.0,0.0,55.0,45.0,0.0,0.0,0.0,0.0,0.0
470,472,2019-04-01,2020,0.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0
471,472,2019-10-01,2020,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0
472,472,2020-04-01,2020,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0
472,472,2020-04-01,2021,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0
473,483,2007-01-01,2007,2.0,3.0,4.0,8.0,15.0,25.0,20.0,15.0,8.0,0.0
474,483,2007-04-01,2007,2.0,10.0,15.0,30.0,25.0,10.0,6.0,2.0,0.0,0.0
475,483,2007-07-01,2007,2.0,10.0,15.0,25.0,30.0,10.0,6.0,2.0,0.0,0.0
476,483,2007-10-01,2007,0.0,0.0,0.0,5.0,55.0,40.0,0.0,0.0,0.0,0.0
473,483,2007-01-01,2008,3.0,3.0,5.0,12.0,15.0,25.0,20.0,12.0,5.0,0.0
474,483,2007-04-01,2008,3.0,12.0,15.0,25.0,20.0,12.0,6.0,2.0,5.0,0.0
475,483,2007-07-01,2008,3.0,12.0,15.0,25.0,20.0,12.0,6.0,2.0,5.0,0.0
476,483,2007-10-01,2008,3.0,8.0,15.0,30.0,25.0,14.0,5.0,0.0,0.0,0.0
477,483,2008-01-01,2008,3.0,8.0,15.0,30.0,25.0,14.0,5.0,0.0,0.0,0.0
478,483,2008-04-01,2008,0.0,5.0,12.0,43.0,30.0,10.0,0.0,0.0,0.0,0.0
479,483,2008-07-01,2008,0.0,0.0,10.0,50.0,35.0,5.0,0.0,0.0,0.0,0.0
480,483,2008-10-01,2008,0.0,0.0,0.0,85.0,15.0,0.0,0.0,0.0,0.0,0.0
477,483,2008-01-01,2009,3.0,8.0,15.0,30.0,25.0,14.0,5.0,0.0,0.0,0.0
478,483,2008-04-01,2009,2.0,8.0,15.0,25.0,30.0,20.0,0.0,0.0,0.0,0.0
479,483,2008-07-01,2009,2.0,5.0,10.0,25.0,38.0,20.0,0.0,0.0,0.0,0.0
480,483,2008-10-01,2009,2.0,5.0,10.0,25.0,38.0,20.0,0.0,0.0,0.0,0.0
481,483,2009-01-01,2009,0.0,0.0,0.0,10.0,20.0,50.0,15.0,5.0,0.0,0.0
482,483,2009-04-01,2009,0.0,0.0,0.0,5.0,10.0,50.0,20.0,15.0,0.0,0.0
483,483,2009-07-01,2009,0.0,0.0,0.0,5.0,10.0,50.0,20.0,15.0,0.0,0.0
484,483,2009-10-01,2009,0.0,0.0,0.0,0.0,5.0,80.0,15.0,0.0,0.0,0.0
481,483,2009-01-01,2010,0.0,5.0,8.0,12.0,20.0,35.0,15.0,5.0,0.0,0.0
482,483,2009-04-01,2010,0.0,3.0,5.0,15.0,20.0,27.0,20.0,10.0,0.0,0.0
483,483,2009-07-01,2010,0.0,3.0,5.0,15.0,20.0,27.0,20.0,10.0,0.0,0.0
484,483,2009-10-01,2010,0.0,3.0,5.0,10.0,15.0,37.0,20.0,10.0,0.0,0.0
485,483,2010-01-01,2010,0.0,3.0,5.0,10.0,15.0,37.0,20.0,10.0,0.0,0.0
486,483,2010-04-01,2010,0.0,3.0,5.0,10.0,15.0,37.0,20.0,10.0,0.0,0.0
487,483,2010-07-01,2010,0.0,0.0,0.0,0.0,5.0,10.0,25.0,60.0,0.0,0.0
488,483,2010-10-01,2010,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0
485,483,2010-01-01,2011,0.0,3.0,5.0,15.0,35.0,25.0,12.0,5.0,0.0,0.0
486,483,2010-04-01,2011,0.0,3.0,5.0,15.0,35.0,25.0,12.0,5.0,0.0,0.0
487,483,2010-07-01,2011,0.0,0.0,0.0,0.0,5.0,10.0,45.0,35.0,5.0,0.0
488,483,2010-10-01,2011,0.0,0.0,0.0,0.0,5.0,20.0,45.0,25.0,5.0,0.0
489,483,2011-01-01,2011,0.0,0.0,0.0,0.0,15.0,20.0,45.0,20.0,0.0,0.0
490,483,2011-04-01,2011,0.0,0.0,0.0,0.0,15.0,45.0,25.0,15.0,0.0,0.0
491,483,2011-07-01,2011,0.0,0.0,0.0,0.0,15.0,45.0,25.0,15.0,0.0,0.0
492,483,2011-10-01,2011,0.0,0.0,0.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0
489,483,2011-01-01,2012,0.0,0.0,0.0,5.0,15.0,25.0,35.0,20.0,0.0,0.0
490,483,2011-04-01,2012,0.0,0.0,0.0,5.0,15.0,35.0,25.0,20.0,0.0,0.0
491,483,2011-07-01,2012,0.0,0.0,0.0,5.0,15.0,30.0,30.0,20.0,0.0,0.0
492,483,2011-10-01,2012,0.0,0.0,0.0,5.0,15.0,30.0,30.0,20.0,0.0,0.0
493,483,2012-01-01,2012,0.0,0.0,0.0,5.0,15.0,20.0,40.0,20.0,0.0,0.0
494,483,2012-04-01,2012,0.0,0.0,0.0,5.0,15.0,20.0,40.0,20.0,0.0,0.0
495,483,2012-07-01,2012,0.0,0.0,0.0,0.0,5.0,70.0,20.0,5.0,0.0,0.0
496,483,2012-10-01,2012,0.0,0.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0
493,483,2012-01-01,2013,0.0,0.0,5.0,10.0,20.0,25.0,25.0,15.0,0.0,0.0
494,483,2012-04-01,2013,0.0,0.0,5.0,10.0,20.0,25.0,25.0,15.0,0.0,0.0
495,483,2012-07-01,2013,0.0,0.0,5.0,10.0,20.0,25.0,25.0,15.0,0.0,0.0
496,483,2012-10-01,2013,0.0,0.0,0.0,5.0,25.0,40.0,25.0,5.0,0.0,0.0
497,484,2007-01-01,2007,0.0,0.0,2.0,27.0,35.0,26.0,9.0,1.0,0.0,0.0
498,484,2007-04-01,2007,0.0,0.0,3.0,33.0,50.0,14.0,0.0,0.0,0.0,0.0
499,484,2007-07-01,2007,0.0,0.0,2.0,21.0,42.0,35.0,0.0,0.0,0.0,0.0
500,484,2007-10-01,2007,0.0,0.0,1.0,17.0,68.0,12.0,2.0,0.0,0.0,0.0
497,484,2007-01-01,2008,0.0,1.0,16.0,33.0,31.0,18.0,1.0,0.0,0.0,0.0
498,484,2007-04-01,2008,0.0,1.0,6.0,33.0,37.0,22.0,1.0,0.0,0.0,0.0
499,484,2007-07-01,2008,0.0,0.0,1.0,36.0,33.0,29.0,1.0,0.0,0.0,0.0
500,484,2007-10-01,2008,0.0,1.0,2.0,29.0,36.0,29.0,2.0,1.0,0.0,0.0
501,484,2008-01-01,2008,1.0,3.0,30.0,36.0,23.0,6.0,1.0,0.0,0.0,0.0
502,484,2008-04-01,2008,0.0,1.0,6.0,34.0,40.0,18.0,1.0,0.0,0.0,0.0
503,484,2008-07-01,2008,0.0,1.0,6.0,35.0,43.0,14.0,1.0,0.0,0.0,0.0
504,484,2008-10-01,2008,0.0,1.0,9.0,62.0,26.0,2.0,0.0,0.0,0.0,0.0
501,484,2008-01-01,2009,1.0,3.0,28.0,38.0,23.0,6.0,1.0,0.0,0.0,0.0
502,484,2008-04-01,2009,0.0,1.0,9.0,29.0,34.0,24.0,2.0,1.0,0.0,0.0
503,484,2008-07-01,2009,0.0,1.0,9.0,29.0,34.0,24.0,2.0,1.0,0.0,0.0
504,484,2008-10-01,2009,0.0,1.0,7.0,37.0,31.0,21.0,2.0,1.0,0.0,0.0
505,484,2009-01-01,2009,0.0,0.0,2.0,7.0,20.0,38.0,20.0,7.0,4.0,2.0
506,484,2009-04-01,2009,0.0,0.0,1.0,2.0,11.0,17.0,31.0,28.0,8.0,2.0
507,484,2009-10-01,2009,0.0,0.0,1.0,2.0,12.0,40.0,32.0,10.0,3.0,0.0
505,484,2009-01-01,2010,0.0,1.0,7.0,26.0,36.0,25.0,5.0,0.0,0.0,0.0
506,484,2009-04-01,2010,0.0,1.0,3.0,22.0,27.0,24.0,14.0,9.0,0.0,0.0
507,484,2009-10-01,2010,0.0,1.0,3.0,22.0,27.0,24.0,14.0,9.0,0.0,0.0
508,484,2010-01-01,2010,0.0,1.0,3.0,22.0,27.0,24.0,14.0,9.0,0.0,0.0
509,484,2010-04-01,2010,0.0,1.0,3.0,20.0,24.0,27.0,16.0,9.0,0.0,0.0
510,484,2010-07-01,2010,0.0,0.0,1.0,3.0,16.0,28.0,31.0,13.0,8.0,0.0
511,484,2010-10-01,2010,0.0,0.0,0.0,1.0,3.0,16.0,42.0,30.0,8.0,0.0
508,484,2010-01-01,2011,0.0,3.0,15.0,27.0,27.0,15.0,9.0,3.0,1.0,0.0
509,484,2010-04-01,2011,0.0,3.0,15.0,30.0,27.0,13.0,8.0,3.0,1.0,0.0
510,484,2010-07-01,2011,0.0,3.0,15.0,30.0,27.0,13.0,8.0,3.0,1.0,0.0
511,484,2010-10-01,2011,0.0,3.0,15.0,30.0,27.0,13.0,8.0,3.0,1.0,0.0
512,484,2011-04-01,2011,0.0,0.0,0.0,15.0,30.0,30.0,22.0,2.0,1.0,0.0
513,484,2011-07-01,2011,30.0,27.0,16.0,12.0,9.0,5.0,1.0,0.0,0.0,0.0
512,484,2011-04-01,2012,0.0,1.0,11.0,25.0,30.0,25.0,5.0,2.0,1.0,0.0
513,484,2011-07-01,2012,6.0,12.0,15.0,25.0,22.0,11.0,5.0,3.0,1.0,0.0
514,484,2012-01-01,2012,0.0,0.0,4.0,11.0,18.0,34.0,18.0,11.0,4.0,0.0
515,484,2012-04-01,2012,0.0,0.0,3.0,12.0,40.0,29.0,13.0,3.0,0.0,0.0
516,484,2012-07-01,2012,0.0,0.0,3.0,6.0,52.0,30.0,6.0,3.0,0.0,0.0
517,484,2012-10-01,2012,0.0,0.0,0.0,0.0,52.0,48.0,0.0,0.0,0.0,0.0
514,484,2012-01-01,2013,0.0,4.0,11.0,18.0,34.0,18.0,11.0,4.0,0.0,0.0
515,484,2012-04-01,2013,0.0,3.0,10.0,23.0,35.0,20.0,7.0,2.0,0.0,0.0
516,484,2012-07-01,2013,0.0,3.0,10.0,23.0,35.0,20.0,7.0,2.0,0.0,0.0
517,484,2012-10-01,2013,0.0,1.0,5.0,18.0,37.0,30.0,7.0,2.0,0.0,0.0
518,484,2013-01-01,2013,0.0,1.0,5.0,20.0,37.0,28.0,7.0,2.0,0.0,0.0
519,484,2013-04-01,2013,0.0,0.0,1.0,5.0,29.0,37.0,19.0,7.0,2.0,0.0
520,484,2013-07-01,2013,0.0,0.0,1.0,5.0,26.0,40.0,19.0,7.0,2.0,0.0
518,484,2013-01-01,2014,0.0,0.0,1.0,18.0,37.0,35.0,8.0,1.0,0.0,0.0
519,484,2013-04-01,2014,0.0,0.0,1.0,18.0,37.0,35.0,8.0,1.0,0.0,0.0
520,484,2013-07-01,2014,0.0,0.0,1.0,18.0,37.0,35.0,8.0,1.0,0.0,0.0
521,484,2014-01-01,2014,0.0,0.0,1.0,14.0,37.0,35.0,12.0,1.0,0.0,0.0
522,484,2014-04-01,2014,0.0,0.0,1.0,18.0,37.0,31.0,12.0,1.0,0.0,0.0
523,484,2014-07-01,2014,0.0,0.0,1.0,18.0,45.0,25.0,10.0,1.0,0.0,0.0
524,484,2014-10-01,2014,0.0,0.0,1.0,2.0,19.0,75.0,2.0,1.0,0.0,0.0
521,484,2014-01-01,2015,0.0,0.0,1.0,21.0,35.0,31.0,11.0,1.0,0.0,0.0
522,484,2014-04-01,2015,0.0,0.0,1.0,21.0,35.0,31.0,11.0,1.0,0.0,0.0
523,484,2014-07-01,2015,0.0,0.0,1.0,21.0,35.0,31.0,11.0,1.0,0.0,0.0
524,484,2014-10-01,2015,0.0,0.0,1.0,21.0,35.0,31.0,11.0,1.0,0.0,0.0
525,484,2015-04-01,2015,0.0,0.0,1.0,14.0,32.0,34.0,18.0,1.0,0.0,0.0
526,484,2015-07-01,2015,0.0,0.0,1.0,14.0,34.0,32.0,18.0,1.0,0.0,0.0
527,484,2015-10-01,2015,0.0,0.0,1.0,14.0,34.0,32.0,18.0,1.0,0.0,0.0
525,484,2015-04-01,2016,0.0,0.0,1.0,13.0,33.0,35.0,17.0,1.0,0.0,0.0
526,484,2015-07-01,2016,0.0,0.0,1.0,13.0,37.0,31.0,17.0,1.0,0.0,0.0
527,484,2015-10-01,2016,0.0,0.0,1.0,13.0,37.0,31.0,17.0,1.0,0.0,0.0
528,484,2016-01-01,2016,0.0,1.0,8.0,19.0,31.0,28.0,11.0,2.0,0.0,0.0
529,484,2016-04-01,2016,0.0,1.0,8.0,16.0,39.0,25.0,9.0,2.0,0.0,0.0
530,484,2016-07-01,2016,0.0,1.0,8.0,16.0,39.0,25.0,9.0,2.0,0.0,0.0
531,484,2016-10-01,2016,0.0,0.0,1.0,3.0,65.0,30.0,1.0,0.0,0.0,0.0
528,484,2016-01-01,2017,0.0,0.0,8.0,25.0,36.0,20.0,10.0,1.0,0.0,0.0
529,484,2016-04-01,2017,0.0,0.0,8.0,25.0,35.0,21.0,10.0,1.0,0.0,0.0
530,484,2016-07-01,2017,0.0,0.0,8.0,25.0,35.0,21.0,10.0,1.0,0.0,0.0
531,484,2016-10-01,2017,0.0,0.0,8.0,25.0,35.0,21.0,10.0,1.0,0.0,0.0
532,484,2017-01-01,2017,0.0,0.0,8.0,28.0,35.0,18.0,10.0,1.0,0.0,0.0
533,484,2017-04-01,2017,0.0,0.0,8.0,22.0,49.0,16.0,4.0,1.0,0.0,0.0
534,484,2017-07-01,2017,0.0,0.0,1.0,7.0,33.0,49.0,9.0,1.0,0.0,0.0
535,484,2017-10-01,2017,0.0,0.0,0.0,4.0,36.0,57.0,3.0,0.0,0.0,0.0
532,484,2017-01-01,2018,0.0,1.0,8.0,28.0,35.0,20.0,7.0,1.0,0.0,0.0
533,484,2017-04-01,2018,0.0,1.0,8.0,28.0,35.0,20.0,7.0,1.0,0.0,0.0
534,484,2017-07-01,2018,0.0,1.0,8.0,28.0,35.0,20.0,7.0,1.0,0.0,0.0
535,484,2017-10-01,2018,0.0,1.0,8.0,25.0,38.0,20.0,7.0,1.0,0.0,0.0
536,484,2018-01-01,2018,0.0,1.0,8.0,30.0,34.0,19.0,7.0,1.0,0.0,0.0
537,484,2018-04-01,2018,0.0,1.0,8.0,30.0,34.0,19.0,7.0,1.0,0.0,0.0
538,484,2018-07-01,2018,0.0,0.0,5.0,29.0,45.0,18.0,3.0,0.0,0.0,0.0
539,484,2018-10-01,2018,0.0,0.0,1.0,8.0,82.0,8.0,1.0,0.0,0.0,0.0
536,484,2018-01-01,2019,1.0,2.0,8.0,31.0,33.0,17.0,7.0,1.0,0.0,0.0
537,484,2018-04-01,2019,1.0,2.0,8.0,31.0,33.0,17.0,7.0,1.0,0.0,0.0
538,484,2018-07-01,2019,1.0,2.0,8.0,31.0,33.0,17.0,7.0,1.0,0.0,0.0
539,484,2018-10-01,2019,1.0,2.0,8.0,31.0,33.0,17.0,7.0,1.0,0.0,0.0
540,484,2019-01-01,2019,1.0,2.0,8.0,31.0,33.0,17.0,7.0,1.0,0.0,0.0
541,484,2019-04-01,2019,0.0,1.0,4.0,20.0,42.0,25.0,7.0,1.0,0.0,0.0
542,484,2019-07-01,2019,0.0,0.0,1.0,10.0,71.0,17.0,1.0,0.0,0.0,0.0
540,484,2019-01-01,2020,1.0,2.0,8.0,32.0,32.0,17.0,7.0,1.0,0.0,0.0
541,484,2019-04-01,2020,0.0,1.0,5.0,25.0,35.0,26.0,7.0,1.0,0.0,0.0
542,484,2019-07-01,2020,0.0,1.0,5.0,25.0,35.0,26.0,7.0,1.0,0.0,0.0
543,484,2020-01-01,2020,0.0,1.0,5.0,28.0,32.0,26.0,7.0,1.0,0.0,0.0
544,484,2020-04-01,2020,0.0,0.0,3.0,20.0,39.0,35.0,3.0,0.0,0.0,0.0
545,484,2020-07-01,2020,0.0,0.0,3.0,20.0,39.0,35.0,3.0,0.0,0.0,0.0
543,484,2020-01-01,2021,0.0,1.0,5.0,29.0,30.0,27.0,7.0,1.0,0.0,0.0
544,484,2020-04-01,2021,0.0,1.0,5.0,29.0,30.0,27.0,7.0,1.0,0.0,0.0
545,484,2020-07-01,2021,0.0,0.0,1.0,8.0,29.0,30.0,24.0,7.0,1.0,0.0
546,484,2021-01-01,2021,0.0,0.0,1.0,18.0,34.0,30.0,12.0,5.0,0.0,0.0
547,484,2021-04-01,2021,0.0,0.0,1.0,18.0,34.0,30.0,12.0,5.0,0.0,0.0
548,484,2021-07-01,2021,33.0,25.0,20.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0
549,484,2021-10-01,2021,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,484,2021-01-01,2022,0.0,0.0,1.0,18.0,34.0,30.0,12.0,5.0,0.0,0.0
