observation_date,GDPC1_GDPPOT
2000-01-01,1.6125255335158
2000-04-01,2.3789075339877
2000-07-01,1.4680187839986
2000-10-01,1.1254249384290
2001-01-01,-0.0835651715995
2001-04-01,-0.2784167431214
2001-07-01,-1.4336693005310
2001-10-01,-1.8702061826502
2002-01-01,-1.7178493435788
2002-04-01,-1.7567986307947
2002-07-01,-1.9811454528018
2002-10-01,-2.4685841139777
2003-01-01,-2.5583429482591
2003-04-01,-2.3010060193375
2003-07-01,-1.2848850074478
2003-10-01,-0.7568120380942
2004-01-01,-0.8205541776459
2004-04-01,-0.6859960211148
2004-07-01,-0.3910991161979
2004-10-01,-0.0298466178313
2005-01-01,0.4369406303089
2005-04-01,0.3125526664899
2005-07-01,0.4931081005311
2005-10-01,0.4650597136967
2006-01-01,1.2458736432847
2006-04-01,0.9565654741993
2006-07-01,0.5875271951461
2006-10-01,0.9597046513710
2007-01-01,0.7692012886711
2007-04-01,0.8852971209540
2007-07-01,0.9611896208282
2007-10-01,1.0898011340644
2008-01-01,0.1629274894255
2008-04-01,0.2805179507347
2008-07-01,-0.7007695024529
2008-10-01,-3.2923114832560
2009-01-01,-4.7692785036007
2009-04-01,-5.2930687968147
2009-07-01,-5.2940384201448
2009-10-01,-4.5973209103347
2010-01-01,-4.4659533332031
2010-04-01,-3.8831437908258
2010-07-01,-3.5014616990000
2010-10-01,-3.3671250362585
2011-01-01,-3.9791610091310
2011-04-01,-3.7253585444087
2011-07-01,-4.1520330225990
2011-10-01,-3.4902496597237
2012-01-01,-3.1026182662367
2012-04-01,-3.0986608941586
2012-07-01,-3.3899671455327
2012-10-01,-3.7103579640665
2013-01-01,-3.2007447337904
2013-04-01,-3.3812787108743
2013-07-01,-2.9995247625819
2013-10-01,-2.5992792229406
2014-01-01,-3.3798419056211
2014-04-01,-2.5814325244260
2014-07-01,-1.8569345420214
2014-10-01,-1.8219019246325
2015-01-01,-1.4016498787266
2015-04-01,-1.2557705538145
2015-07-01,-1.3220931713448
2015-10-01,-1.5962185410814
2016-01-01,-1.4789048916987
2016-04-01,-1.6125896157184
2016-07-01,-1.3629131444072
2016-10-01,-1.2631307538882
2017-01-01,-1.2308827470118
2017-04-01,-1.1320098872620
2017-07-01,-0.8214276479371
2017-10-01,-0.1882035651111
2018-01-01,0.1244152065750
2018-04-01,0.1429143574929
2018-07-01,0.2476417050334
2018-10-01,-0.1309367993257
2019-01-01,-0.0307328385862
2019-04-01,0.2765841633759
2019-07-01,0.9211437969328
2019-10-01,1.0954518984828
2020-01-01,-0.8081802035724
2020-04-01,-9.1033172331735
2020-07-01,-2.4539202198776
2020-10-01,-1.8679893970323
2021-01-01,-0.9558125261104
2021-04-01,0.1546528005184
2021-07-01,0.5442812409380
2021-10-01,1.8654015769077
2022-01-01,1.0898998343841
2022-04-01,0.6385674616214
2022-07-01,0.7948624986425
2022-10-01,1.1123994630934
2023-01-01,1.2979294079773
2023-04-01,1.4029783732545
2023-07-01,1.9793524889687
2023-10-01,2.2650037457587
